Barbara's dog,AtLocation,fairgrounds
James's dining_table,AtLocation,conference
James's book,AtLocation,dogpound
Jessica's airplane,AtLocation,downstairs_closet
Jessica's cat,AtLocation,orchard
Linda's horse,AtLocation,diaper_bag
James's dog,AtLocation,pocket
James's mouse,AtLocation,monkey's_hand
Susan's toothbrush,AtLocation,office_building
Thomas's sink,AtLocation,friend's_house
Jessica's bus,AtLocation,cutlery_drawer
Charles's tv,AtLocation,throat
James's toilet,AtLocation,hamburger_meat
Susan's tv,AtLocation,seats
Linda's person,AtLocation,washing_up_bowl
David's toilet,AtLocation,fence
Michael's mouse,AtLocation,resturant
Michael's knife,AtLocation,meadow
Susan's bottle,AtLocation,kennel
William's tv,AtLocation,hands_of_teacher
Joseph's chair,AtLocation,grain
Richard's umbrella,AtLocation,car_show
Karen's cat,AtLocation,catalog
Susan's horse,AtLocation,store
Thomas's mouse,AtLocation,animal_shops
Patricia's book,AtLocation,bowl
Thomas's stop_sign,AtLocation,ranch
Jennifer's dog,AtLocation,corner_of_two_streets
John's pizza,AtLocation,countryside
Patricia's cow,AtLocation,water
Jennifer's toilet,AtLocation,pizza_place
Elizabeth's tv,AtLocation,riding_stable
Sarah's cat,AtLocation,basement
Joseph's tv,AtLocation,classroom
Joseph's car,AtLocation,frisbee_golf_course
Charles's horse,AtLocation,bicycle_shop
John's cat,AtLocation,bakery
Robert's cat,AtLocation,table_setting
John's car,AtLocation,hole_in_wall
Jennifer's horse,AtLocation,lake
Jennifer's mouse,AtLocation,backpack
Jennifer's bench,AtLocation,apartment
Jessica's mouse,AtLocation,school_room
Barbara's bird,AtLocation,frisbee_golf_course
Robert's dog,AtLocation,kentucky_derby
James's chair,AtLocation,sand_box
David's toilet,AtLocation,bathroom_and_kitchen
John's cow,AtLocation,big_cities
Barbara's teddy_bear,AtLocation,cubboard
Linda's toilet,AtLocation,movies
Mary's boat,AtLocation,cage
Sarah's car,AtLocation,bathroom_cabinet
Michael's horse,AtLocation,outdoors
Susan's apple,AtLocation,wall
Robert's apple,AtLocation,theatre
Joseph's dog,AtLocation,formal_dining_room
Richard's sandwich,AtLocation,dog_owner's_home
Sarah's oven,AtLocation,confession
Barbara's book,AtLocation,country_field
Thomas's mouse,AtLocation,repair_shop
Robert's kite,AtLocation,department_store
John's mouse,AtLocation,hamburger
Thomas's cat,AtLocation,bowl
Jessica's cup,AtLocation,branch_of_tree
Sarah's chair,AtLocation,stable_or_pasture
Robert's mouse,AtLocation,cartoon
David's toilet,AtLocation,appartments
Mary's mouse,AtLocation,apple_tree
James's mouse,AtLocation,own_bedroom
Richard's cup,AtLocation,farmyard
Sarah's cat,AtLocation,street
William's refrigerator,AtLocation,umbrella_stand
Jennifer's suitcase,AtLocation,driveway
John's scissors,AtLocation,streets_of_india
Charles's book,AtLocation,home
David's stop_sign,AtLocation,history
Sarah's bed,AtLocation,supermarket
Joseph's clock,AtLocation,koppel
Sarah's car,AtLocation,wardrobe
Jennifer's cat,AtLocation,dairy_farm
Jessica's bed,AtLocation,lake
Mary's cat,AtLocation,hamburger_meat
Jennifer's horse,AtLocation,building
William's cow,AtLocation,western_movie
John's person,AtLocation,pile_of_books
Susan's mouse,AtLocation,koppel
Patricia's sink,AtLocation,cat's_mouth
Robert's umbrella,AtLocation,medicine_cabinet
Michael's mouse,AtLocation,middle_of_eating_grass
Linda's car,AtLocation,harbor
Joseph's frisbee,AtLocation,netherlands
John's cup,AtLocation,riding_stable
Mary's tv,AtLocation,new_york
Karen's cat,AtLocation,table_setting
Karen's vase,AtLocation,library
Karen's car,AtLocation,ground
Jennifer's chair,AtLocation,kentucky_derby
Mary's mouse,AtLocation,ocala_florida
James's cat,AtLocation,ocala_florida
Thomas's bird,AtLocation,knife_block
Elizabeth's spoon,AtLocation,dog_owner's_home
Barbara's cat,AtLocation,trash
Joseph's mouse,AtLocation,family
Patricia's mouse,AtLocation,horse_racetrack
Jessica's mouse,AtLocation,koppel
Jennifer's cake,AtLocation,conference
Linda's fork,AtLocation,slaughter_house
David's cat,AtLocation,beach
Sarah's cow,AtLocation,dog_house
Jennifer's mouse,AtLocation,cream
John's car,AtLocation,cage
Karen's car,AtLocation,dmoz
Charles's dog,AtLocation,airplane_hangar
Joseph's bus,AtLocation,a
John's cow,AtLocation,kentucky
John's spoon,AtLocation,space_shuttle
Thomas's car,AtLocation,room_of_educated_person
William's bird,AtLocation,state_fair
Jennifer's airplane,AtLocation,building
William's sports_ball,AtLocation,fairy_tale
Jennifer's book,AtLocation,hobby_shop
Mary's horse,AtLocation,knife_block
Patricia's chair,AtLocation,airplane
Michael's dog,AtLocation,use
John's stop_sign,AtLocation,hotel
James's bear,AtLocation,way
Charles's dog,AtLocation,roof
Elizabeth's knife,AtLocation,homewares_department
Patricia's oven,AtLocation,dishwasher
Thomas's broccoli,AtLocation,airplane
Michael's mouse,AtLocation,satchel
William's cake,AtLocation,greengrocer
John's bicycle,AtLocation,show
David's book,AtLocation,diaper_bag
Linda's fork,AtLocation,middle_of_eating_grass
Elizabeth's bowl,AtLocation,corn_field
Jessica's umbrella,AtLocation,shop
Jessica's chair,AtLocation,air
Susan's mouse,AtLocation,lake
Linda's cow,AtLocation,fielf
Michael's car,AtLocation,cellar
James's chair,AtLocation,glass_of_iced_tea
John's fork,AtLocation,terrarium
Patricia's mouse,AtLocation,leash
Jessica's couch,AtLocation,gym
John's mouse,AtLocation,friend's_house
Karen's bird,AtLocation,country_side
Karen's mouse,AtLocation,car_dealership
Mary's bicycle,AtLocation,prison
Jennifer's person,AtLocation,repair_shop
James's chair,AtLocation,office_building
Charles's mouse,AtLocation,formal_dining_room
Linda's bus,AtLocation,sports_shop
Jennifer's fork,AtLocation,fishing_boat
John's mouse,AtLocation,cubboard
Jessica's umbrella,AtLocation,basement
Joseph's fork,AtLocation,grass
Sarah's cow,AtLocation,nature
Susan's dog,AtLocation,corral
David's zebra,AtLocation,jacket_closet
Jennifer's spoon,AtLocation,sand_box
David's elephant,AtLocation,silverware_drawer
William's couch,AtLocation,trash
Thomas's microwave,AtLocation,mousehouse
Charles's cow,AtLocation,small_hole
Thomas's cat,AtLocation,piano
Barbara's cake,AtLocation,persons_heart
William's stop_sign,AtLocation,dairy_farm
John's fork,AtLocation,department_store
David's cat,AtLocation,onstage_at_concert
Linda's cat,AtLocation,rest_area
Thomas's mouse,AtLocation,kitchen_or_bathroom
Linda's tv,AtLocation,soccer_game
Charles's bird,AtLocation,cutlery_draw
Barbara's car,AtLocation,grain
John's cow,AtLocation,cellar
Patricia's car,AtLocation,stomach
Thomas's dog,AtLocation,barn_full_of_grain
Joseph's toilet,AtLocation,cat_lover's_lap
Barbara's chair,AtLocation,detroit
Karen's cat,AtLocation,book_bag
Karen's bottle,AtLocation,harbor
Richard's mouse,AtLocation,movies
Elizabeth's mouse,AtLocation,hangar
Michael's bus,AtLocation,dairy_farm
William's airplane,AtLocation,pizza_place
Charles's clock,AtLocation,music_store
James's cow,AtLocation,hotel
Jennifer's toothbrush,AtLocation,cellar
Mary's book,AtLocation,drawer_in_kitchen
Karen's tv,AtLocation,america
Jennifer's bear,AtLocation,cafe
Mary's book,AtLocation,back
Elizabeth's apple,AtLocation,knife_block
Mary's boat,AtLocation,animal_shops
Linda's clock,AtLocation,cavalry
Karen's bottle,AtLocation,bicycle_shop
William's apple,AtLocation,dentist_office
Charles's horse,AtLocation,cutlery_draw
Mary's mouse,AtLocation,bowl
Karen's mouse,AtLocation,prison
Richard's spoon,AtLocation,gym_locker
Barbara's car,AtLocation,ranch
Mary's refrigerator,AtLocation,airplane
David's bottle,AtLocation,corner
Jennifer's tv,AtLocation,beam_of_sunlight
Mary's bicycle,AtLocation,cafe
Charles's mouse,AtLocation,alley
Barbara's traffic_light,AtLocation,hotel_room
Sarah's umbrella,AtLocation,comfortable_chair
Joseph's frisbee,AtLocation,fairgrounds
Mary's book,AtLocation,grainery
Jennifer's bicycle,AtLocation,doghouse
Thomas's boat,AtLocation,serving_dish
Jennifer's suitcase,AtLocation,silverware_drawer
Patricia's keyboard,AtLocation,housewares_store
Michael's mouse,AtLocation,field_romping
Sarah's bicycle,AtLocation,highway
Richard's chair,AtLocation,picture_book_of_horses
Sarah's toilet,AtLocation,shed
Jessica's cow,AtLocation,apple_pie
David's person,AtLocation,end_of_line
Jessica's kite,AtLocation,bathroom
James's suitcase,AtLocation,stadium
Elizabeth's mouse,AtLocation,river
Richard's cat,AtLocation,wild
Elizabeth's cup,AtLocation,butcher's_when_dead
Charles's mouse,AtLocation,backseat_of_car
John's couch,AtLocation,cupboard
Linda's toothbrush,AtLocation,scrapyard
Barbara's mouse,AtLocation,freeway
William's dog,AtLocation,barn_or_racing_track
Charles's elephant,AtLocation,lab_maze
Joseph's bicycle,AtLocation,hobby_shop
Thomas's knife,AtLocation,cat_litter_tray
William's mouse,AtLocation,chair
Linda's mouse,AtLocation,tourist_store
Jennifer's cat,AtLocation,stack
John's cow,AtLocation,spain
Elizabeth's dog,AtLocation,floor
Karen's clock,AtLocation,sports_shop
Barbara's sink,AtLocation,airport
Sarah's oven,AtLocation,bookshop
Jennifer's bicycle,AtLocation,school
Jessica's mouse,AtLocation,pound
Susan's mouse,AtLocation,forest
Linda's mouse,AtLocation,school_room
Jessica's cat,AtLocation,hamburger
Robert's boat,AtLocation,country_field
Patricia's dog,AtLocation,repair_shop
Jessica's airplane,AtLocation,apple_tree
Karen's bicycle,AtLocation,child's_hand
John's mouse,AtLocation,herd
Michael's book,AtLocation,relatives_house
Joseph's handbag,AtLocation,school_room
Patricia's giraffe,AtLocation,bedroom
David's sink,AtLocation,kennel
Karen's mouse,AtLocation,city
Robert's chair,AtLocation,hole_in_wall
Sarah's chair,AtLocation,formal_dining_room
Jennifer's cat,AtLocation,party
Mary's bird,AtLocation,zoo
Linda's cat,AtLocation,doghouse
Michael's dog,AtLocation,warm_place
James's sheep,AtLocation,drink
Michael's car,AtLocation,canada
Thomas's cat,AtLocation,nest
Joseph's tv,AtLocation,ranch
Susan's potted_plant,AtLocation,arms
Susan's cup,AtLocation,warm_place
Jessica's horse,AtLocation,land
Sarah's clock,AtLocation,kennel
Sarah's mouse,AtLocation,bookshop
Joseph's cat,AtLocation,county_fair
Elizabeth's toilet,AtLocation,horse_racetrack
Patricia's chair,AtLocation,nursery
Jennifer's spoon,AtLocation,discount_store
Elizabeth's book,AtLocation,child's_hand
Sarah's bicycle,AtLocation,feed_lot
Susan's mouse,AtLocation,throat
William's couch,AtLocation,back_yard
Patricia's mouse,AtLocation,streets_of_india
James's elephant,AtLocation,packinglot
Barbara's fork,AtLocation,comfortable_chair
Michael's knife,AtLocation,book_club
Charles's clock,AtLocation,corner_of_two_streets
Linda's book,AtLocation,new_hampshire
John's mouse,AtLocation,ground
Michael's horse,AtLocation,driveway
William's stop_sign,AtLocation,alley
Patricia's cat,AtLocation,car_show
Charles's cat,AtLocation,shelf
Mary's horse,AtLocation,demonstration
Elizabeth's bus,AtLocation,lunchbox
Richard's cow,AtLocation,bookshelves
Susan's mouse,AtLocation,friend's_house
Barbara's person,AtLocation,sheath
Patricia's bird,AtLocation,counter
Barbara's horse,AtLocation,airplane
Michael's mouse,AtLocation,arms
Elizabeth's cow,AtLocation,lower_brances_of_tree
Elizabeth's person,AtLocation,service_station
Mary's couch,AtLocation,petshop
John's couch,AtLocation,home
Charles's dog,AtLocation,middle_of_eating_grass
Robert's sink,AtLocation,cage
Michael's bench,AtLocation,field_romping
James's mouse,AtLocation,school_room
Mary's couch,AtLocation,beach
Michael's book,AtLocation,country_side
David's scissors,AtLocation,cake_tin
Joseph's broccoli,AtLocation,housewares_store
Susan's horse,AtLocation,beam_of_sunlight
David's bird,AtLocation,pet_shop
Jessica's person,AtLocation,movies
David's fork,AtLocation,ex_husbands_back
Mary's bench,AtLocation,wall
Jessica's horse,AtLocation,room_of_educated_person
Linda's cat,AtLocation,farmyard
Elizabeth's car,AtLocation,office_building
Joseph's couch,AtLocation,cafeteria
Jennifer's cat,AtLocation,pizza_store
David's stop_sign,AtLocation,knife_holder
David's horse,AtLocation,shed
Linda's mouse,AtLocation,birdbath
Jennifer's frisbee,AtLocation,bowl
James's cake,AtLocation,hospital
Karen's chair,AtLocation,downstairs_closet
Richard's dog,AtLocation,laundry_room
Elizabeth's mouse,AtLocation,office_building
Sarah's cat,AtLocation,room
Linda's horse,AtLocation,family
Jennifer's dog,AtLocation,slaughter_house
James's bed,AtLocation,tokyo
Richard's bed,AtLocation,gym_locker
Richard's oven,AtLocation,refrigerator
Thomas's bench,AtLocation,chair
John's clock,AtLocation,american_southwest
Sarah's car,AtLocation,pet_store
Michael's cat,AtLocation,fishing_boat
Jessica's bird,AtLocation,fast_food_restaurant
David's dog,AtLocation,racetrack
Patricia's cat,AtLocation,briefcase
Mary's book,AtLocation,countryside
Richard's mouse,AtLocation,toy_chest
Elizabeth's toilet,AtLocation,arizona
Michael's bench,AtLocation,horses_mouth
Thomas's cat,AtLocation,plate
Barbara's sink,AtLocation,gym_locker
Susan's mouse,AtLocation,lawn
Mary's chair,AtLocation,dinner
Karen's bus,AtLocation,lab
Jennifer's mouse,AtLocation,picture_book_of_horses
Karen's cow,AtLocation,hospital_drug_storeroom
Jennifer's cake,AtLocation,central_park
Sarah's bus,AtLocation,liquor_store
Michael's toilet,AtLocation,cavalry
Patricia's bus,AtLocation,lab_maze
Patricia's mouse,AtLocation,family_room
Elizabeth's spoon,AtLocation,drink
Karen's cat,AtLocation,refigerator
David's bird,AtLocation,history
Charles's horse,AtLocation,deadhead's_van
Karen's mouse,AtLocation,sunbeam
Sarah's refrigerator,AtLocation,sports_store
John's bed,AtLocation,military_base
William's horse,AtLocation,umbrella_stand
Mary's airplane,AtLocation,street
Michael's bus,AtLocation,lap
Joseph's cat,AtLocation,car
Charles's car,AtLocation,barn_full_of_grain
Michael's sink,AtLocation,kitchen_drawer
David's car,AtLocation,cage
Patricia's cat,AtLocation,hands_of_teacher
William's knife,AtLocation,dirty_house
Susan's person,AtLocation,sport
Jennifer's toothbrush,AtLocation,cubboard
Linda's kite,AtLocation,lab
Karen's pizza,AtLocation,field
William's fork,AtLocation,hanger
Sarah's car,AtLocation,a
Jennifer's horse,AtLocation,scrapyard
Linda's horse,AtLocation,nursery
David's knife,AtLocation,indiana
Barbara's mouse,AtLocation,fiueld
Jessica's bird,AtLocation,refrigerator
David's bed,AtLocation,catalog
Jessica's couch,AtLocation,theater
David's cat,AtLocation,america
Barbara's bench,AtLocation,museum_store
Charles's apple,AtLocation,store_at_beach
William's mouse,AtLocation,fenced_in_area
David's car,AtLocation,museum_store
Mary's sink,AtLocation,corral
Elizabeth's umbrella,AtLocation,drawer_in_kitchen
Karen's tv,AtLocation,race_track
Robert's horse,AtLocation,bakery
Patricia's dog,AtLocation,outside_in_pasture
James's hot_dog,AtLocation,knife_store
Barbara's cup,AtLocation,sport
William's toothbrush,AtLocation,fork_in_road
Richard's cat,AtLocation,central_park
Jennifer's potted_plant,AtLocation,kentucky_derby
Jessica's cat,AtLocation,pasture_grazing
Susan's bird,AtLocation,houseplant
Barbara's dog,AtLocation,satchel
Linda's bicycle,AtLocation,landfill
Barbara's boat,AtLocation,cafeteria
Linda's bicycle,AtLocation,mousehouse
Elizabeth's cow,AtLocation,dentist_office
Barbara's dog,AtLocation,drink
David's dog,AtLocation,gateway_country
John's cow,AtLocation,ocean
Sarah's mouse,AtLocation,drawer_in_kitchen
James's kite,AtLocation,book_bag
Joseph's umbrella,AtLocation,bedside_table
Charles's bottle,AtLocation,kentucky
Robert's mouse,AtLocation,outside_in_pasture
Thomas's clock,AtLocation,barn_field
Joseph's cat,AtLocation,artifact
Jessica's giraffe,AtLocation,stabile
Charles's cow,AtLocation,washing_up_bowl
David's sports_ball,AtLocation,box
Elizabeth's apple,AtLocation,cat_box
Sarah's cow,AtLocation,synagogue
Barbara's mouse,AtLocation,apple_pie
Jessica's fork,AtLocation,chinese_resturant
Susan's mouse,AtLocation,birdbath
Michael's chair,AtLocation,horses_mouth
Sarah's bird,AtLocation,chair
Michael's car,AtLocation,belly
Thomas's bed,AtLocation,apple_pie
Jessica's bench,AtLocation,living_room
Patricia's cat,AtLocation,ocean
Jessica's horse,AtLocation,stable
Robert's cow,AtLocation,fork_in_road
Elizabeth's toilet,AtLocation,outside
Jessica's cup,AtLocation,hospital_drug_storeroom
Richard's mouse,AtLocation,napkin
Linda's cake,AtLocation,pizza_store
Michael's horse,AtLocation,medicine_cabinet
Joseph's person,AtLocation,cow_pasture
Charles's dog,AtLocation,back
Robert's cat,AtLocation,field
Elizabeth's book,AtLocation,computer_commercial
Thomas's toilet,AtLocation,most_rooms
Patricia's bed,AtLocation,produce_section_of_supermarket
John's mouse,AtLocation,barn_or_racing_track
Elizabeth's refrigerator,AtLocation,airport
Michael's fork,AtLocation,wall
Joseph's car,AtLocation,untensil_drawer
Richard's cup,AtLocation,city
Sarah's airplane,AtLocation,outdoors
Patricia's mouse,AtLocation,hotel
Karen's horse,AtLocation,wal_mart
Linda's bicycle,AtLocation,toffee_apple
David's bowl,AtLocation,stabbing_victim
Karen's fork,AtLocation,basement
William's mouse,AtLocation,history
Richard's dog,AtLocation,sink
Richard's cow,AtLocation,ocala_florida
Robert's book,AtLocation,baggage_compartment
Sarah's truck,AtLocation,feed_lot
Patricia's spoon,AtLocation,laundry_room
Jessica's oven,AtLocation,rest_area
Thomas's cow,AtLocation,washing_up_bowl
Karen's dog,AtLocation,toffee_apple
Jessica's book,AtLocation,grain_bin
David's handbag,AtLocation,sporting_event
Mary's knife,AtLocation,field_on_farm
Charles's toothbrush,AtLocation,shelf
Charles's cup,AtLocation,plumbing_shop
Sarah's fork,AtLocation,backyard
Thomas's spoon,AtLocation,sporting_good_store
Susan's person,AtLocation,movie
Michael's bed,AtLocation,cupboard
William's frisbee,AtLocation,kitchen_cabinet
Linda's cow,AtLocation,arizona
Robert's cow,AtLocation,refrigerator
Thomas's airplane,AtLocation,barn_or_racing_track
William's cow,AtLocation,stabile
William's couch,AtLocation,dmoz
Joseph's toilet,AtLocation,baseball_game
William's car,AtLocation,water_fountain
Mary's cup,AtLocation,college_store
Joseph's airplane,AtLocation,womens_department
Jennifer's mouse,AtLocation,john_wayne_movie
Barbara's book,AtLocation,rainy_place
William's cat,AtLocation,corn_field
Sarah's refrigerator,AtLocation,kitchen_or_bathroom
Thomas's sheep,AtLocation,forest
Linda's horse,AtLocation,chair
Jennifer's vase,AtLocation,kitchen
Elizabeth's tv,AtLocation,outside
John's horse,AtLocation,country_side
John's toothbrush,AtLocation,livestock_market
Jennifer's cup,AtLocation,nature
Susan's bicycle,AtLocation,western_movie
Thomas's sports_ball,AtLocation,cat_box
Patricia's horse,AtLocation,laundry_room
Elizabeth's bird,AtLocation,riding_stable
Barbara's clock,AtLocation,laundry_room
Mary's bench,AtLocation,grain_bin
Sarah's couch,AtLocation,resturant
James's bird,AtLocation,satchel
John's bottle,AtLocation,loft
Elizabeth's horse,AtLocation,fast_food_restaurant
Patricia's cup,AtLocation,park
John's chair,AtLocation,heat
Jessica's clock,AtLocation,pizza_store
Jennifer's potted_plant,AtLocation,own_home
Richard's book,AtLocation,great_outdoors
Linda's horse,AtLocation,theater
Richard's cake,AtLocation,big_cities
Barbara's book,AtLocation,car_show
Thomas's dog,AtLocation,shed
Mary's book,AtLocation,cat_litter_tray
Charles's cat,AtLocation,land
Mary's cow,AtLocation,furniture_store
Jessica's mouse,AtLocation,india
Sarah's fork,AtLocation,esquestrian_event
William's cat,AtLocation,cake_tin
Sarah's chair,AtLocation,knife_block
Barbara's person,AtLocation,milking_barn
Mary's car,AtLocation,hamburger
Robert's toilet,AtLocation,war
Robert's cat,AtLocation,farmer's_market
Michael's book,AtLocation,trailer
Elizabeth's cow,AtLocation,dogs_mouth
James's bus,AtLocation,land
Michael's sports_ball,AtLocation,driveway
David's bird,AtLocation,stall
Elizabeth's fork,AtLocation,field_romping
Elizabeth's chair,AtLocation,grain
James's toilet,AtLocation,sand_box
Linda's dog,AtLocation,new_hampshire
Richard's cat,AtLocation,greengrocer
William's horse,AtLocation,sports_arena
Charles's apple,AtLocation,rainy_place
David's cat,AtLocation,drink
Thomas's bird,AtLocation,motel
John's couch,AtLocation,couch
Patricia's cow,AtLocation,library
Thomas's chair,AtLocation,laboratory
John's horse,AtLocation,coffee_table
Patricia's toilet,AtLocation,finger
David's umbrella,AtLocation,satchel
Robert's sink,AtLocation,land
Jennifer's frisbee,AtLocation,waiting_room
Charles's bus,AtLocation,restaurant
Joseph's book,AtLocation,cow_barn
Linda's chair,AtLocation,feed_lot
John's fork,AtLocation,zoo
Michael's dog,AtLocation,hangar
James's bowl,AtLocation,hands_of_student
Richard's mouse,AtLocation,womens_department
Barbara's umbrella,AtLocation,frisbee_golf_course
John's bench,AtLocation,a
William's dog,AtLocation,rainy_place
Sarah's dog,AtLocation,apple_tree
Joseph's cow,AtLocation,department_store
Susan's kite,AtLocation,middle_of_eating_grass
Elizabeth's suitcase,AtLocation,alleyway
James's knife,AtLocation,john_wayne_movie
James's apple,AtLocation,building
Mary's cat,AtLocation,toffee_apple
Michael's cow,AtLocation,disneyland
Linda's cat,AtLocation,air
William's cat,AtLocation,dishwasher
Barbara's cat,AtLocation,computer_commercial
John's fork,AtLocation,coffee_table
Joseph's teddy_bear,AtLocation,store_at_beach
Jennifer's bed,AtLocation,dogs_mouth
John's cow,AtLocation,animal_shops
Michael's mouse,AtLocation,schoolyard
Michael's knife,AtLocation,sporting_event
Mary's cat,AtLocation,water_cooler
Patricia's cat,AtLocation,sporting_good_store
Charles's mouse,AtLocation,demonstration
William's mouse,AtLocation,university
Jennifer's person,AtLocation,lap
William's cake,AtLocation,iowa
William's toilet,AtLocation,laundry_basket
John's cat,AtLocation,living_room
Susan's knife,AtLocation,waiting_room
Sarah's kite,AtLocation,living_room
James's cow,AtLocation,cage
Karen's bed,AtLocation,bedroom
David's kite,AtLocation,area_of_computer
Elizabeth's scissors,AtLocation,herd
Patricia's cat,AtLocation,farmyard
Richard's horse,AtLocation,cage
William's horse,AtLocation,bus_depot
Linda's airplane,AtLocation,cubicle
Karen's cat,AtLocation,field
Elizabeth's sandwich,AtLocation,toffee_apple
Richard's cow,AtLocation,luggage_store
John's clock,AtLocation,country_side
Michael's book,AtLocation,corner
William's pizza,AtLocation,cow_pasture
Michael's mouse,AtLocation,sofa
Sarah's sports_ball,AtLocation,dishwasher
Jennifer's oven,AtLocation,bed
Patricia's dog,AtLocation,living_room
Linda's fork,AtLocation,front_door
Mary's elephant,AtLocation,livestock_market
William's cat,AtLocation,universe
Joseph's knife,AtLocation,comfortable_chair
Thomas's mouse,AtLocation,refrigerator
John's cake,AtLocation,baseball_game
Joseph's car,AtLocation,racetrack
Jessica's cup,AtLocation,driveway
Karen's cow,AtLocation,shed
Karen's dog,AtLocation,horsebox
Karen's mouse,AtLocation,cash's_room
Charles's clock,AtLocation,hospital
James's mouse,AtLocation,sports_arena
Charles's bus,AtLocation,toy_chest
Richard's chair,AtLocation,petshop
Susan's frisbee,AtLocation,pizza_store
Karen's chair,AtLocation,loft
Susan's dog,AtLocation,sport
